index,title,director,cast,genres,Release Month,Release Date,Highest Grosser By Year(in crores)
255,Hirji Kamdar,Homi Master,"khalil,rajababu,janibabu",social,,,
256,Hothal Padmini,Harshadrai Mehta,"haider,shah,ermeline,malika,nandram,gulab,gangaram",costume,,,
257,Indra Sabha aka. The Royal Court Of Indra,Manilal Joshi,"siddimiya,b,athavale,raja,zubeida,khalil,k,sultana,sandow",fantasy,,,
258,Jal Kumari aka. Hoor-Al-Bahar,Harshadrai Mehta,"vishnu,gangaram,gulab",fantasy,,,
259,Jaler Meye aka. The Girl In Prison aka. Fisher Girl,Jyotish Bannerji,"chakraborty,durgadas,kalidasi,a,bannerjee,k,mukherjee,kalidas",social,,,
260,Justice,Vedi,"p,y,altekar",social,,,
261,Kala Chor aka. The Black Thief,Manilal Joshi,"raja,janibabu,zubeida,putlibai,sandow",costume,,,
262,Kali Nagin,Bhagwati Mishra,jilloobai,fantasy,,,
263,Kamallata,Kanjibhai Rathod,ermeline,fantasy,,,
264,Kangal Qaidi aka. Doomed Soul,K. P. Bhave,"mohanlala,jainoo,dorabji,yeshwant,miss,bhagwati,parshwanath,mevawala,altekar,mishra",social,,,
265,Kashmiri Sundari,Unknown,"howells,mohammed,patience,p,cooper,hussain,j",social,,,
266,Krishna Kumar aka. Sacho Haqdar,Harshadrai Mehta,"vishnu,gangaram,gulab",costume,,,
267,Kulin Kanta,Homi Master,"vasania,boman,yakbal,moti,miss,jamuna,khalil,janibabu,behram",social,,,
268,Kunj Vihari,Homi Master,jamuna,mythology,,,
269,Lalan Vanjari,Maneklal Patel,"pranjivan,gangaram,ermeline,gulab",legend,,,
270,Lanka Ni Laadi aka. Fairy Of Ceylon,Homi Master,"gohar,raja,khalil,jamuna,sandow",fantasy,,,
271,Looking For Love aka. Sanam Ni Shodma,M. M. Vaidya,"dorothy,monghibai,dave,miss,mani,maganlal,vaidya,gatubhai,bhimbhai",social,,,
272,Mahatma Kabirdas,Raghupathy S. Prakasa,unknown,devotional,,,
273,Maya Bazaar aka. Vatsala Haran,Baburao Painter,"kamladevi,yadav,ganpat,pawar,shantaram,bakre,v,balasaheb,zunzharrao",mythology,,,
274,Mewadpati Bappa Rawal,Unknown,unknown,historical,,,
275,Mojili Mumbai aka. Slaves Of Luxury,Manilal Joshi,"charlie,noor,yakbal,raja,janibabu,miss,jamuna,moti,mohammed,saraswati,devi,sandow","crime,thriller",,,
276,Mulraj Solanki,K. P. Bhave,"vakil,jilloobai,yeshwant,parshwanath,madanrai,altekar,elizer",historical,,,
277,My Wife aka. Mari Dhaniyani,Homi Master,"siddimiya,moti,miss,jamuna,khalil",social,,,
278,Naval Sha Hirjee,Unknown,unknown,legend,,,
279,Noor-E-Deccan aka. Light Of The Deccan,Bhagwati Mishra,"khalil,jillobai,gohar",historical,,,
280,Pampered Youth aka. Adooray Chheley,J.J. Madan,"sharifa,cooper,surajram,patience",social,,,
281,Prabhavati,N. D. Sarpotdar,"p,y,altekar",historical,,,
282,Premanjali aka. An Offering Of Love,Jyotish Bannerji,"chakraborty,ahindra,durgadas,choudhary,a,bannerjee,k,mukherjee,kalidas",social,,,
283,Ra Navghan aka. Raj Bhakti aka. Vir Pasali,Nagendra Majumdar,"vakil,jilloobai,zubeida,madanrai,elizer",historical,,,
284,Raja Yogi aka. The Prince Ascetic,Manilal Joshi,"charlie,noor,yakbal,raja,moti,miss,jamuna,mohammed,sandow",historical,,,
285,Rambha Of Rajnagar aka. Amdawad Ni Sethani,Homi Master,"charlie,noor,yakbal,mohammed,zubeida,miss,khalil",social,,,
286,Rana Hamir aka. Samrat Hamir,Baburao Painter,"kamladevi,yadav,pawar,ansuyabai,sushiladevi,shantaram,v,balasaheb,zunzharrao",historical,,,
287,Rana Pratap,Bhagwati Mishra,unknown,historical,,,
288,Syamantaka Mani aka. Krishna Under Charge Of Theft,Dadasaheb Phalke,"bhaurao,krishna,datar,chauhan",mythology,,,
289,Sansar Chakra aka. Pehla Pyar,Unknown,"sharifa,surajram,patience,dadibhai,cooper,sarkari",social,,,
290,Sant Janabai,G.V. Sane,"vasant,bhaurao,shinde,datar,madhav,khaire",devotional,,,
291,Sati Laxmi aka. Pious Laxmi,Jyotish Bannerjee,"chakraborty,manorama,shishubala,paul,bhattacharya,patience,cooper,kunjalal,kartik,shashimukhi,dey,manmotha,dhiraj",devotional,,,
292,Sati Sreemantini,Unknown,unknown,mythology,,,
293,Sati Tara aka. War Between Vali And Sugriva aka. Vali Sugriva Yudh,Shinde,"bhaurao,tatyaba,datar,chauhan,shelar,krishna",mythology,,,
294,Savkari Pash aka. Indian Shylock,Baburao Painter,"kamladevi,dhaiber,bhute,yadav,shankarrao,pawar,keshavrao,shantaram,bakre,v,balasaheb,zunzharrao",social,,,
295,Search For Pandavs aka. Pandav Shodh,G. V. Sane,unknown,mythology,,,
296,Seth Sagalsha aka. Wealth And The World,Mohan Dayaram Bhavnani,jamuna,legend,,,
297,Shahala Shah aka. Check To The King,Baburao Painter,"kamladevi,yadav,ganpat,pawar,shantaram,bakre,v,balasaheb,zunzharrao",social,,,
298,Shanker Lila,Unknown,unknown,religious,,,
299,Shanta,Unknown,unknown,social,,,
300,Shri Vatsa Chinta,Bhagwati Mishra,unknown,mythology,,,
301,Social Pirates aka. Mumbai Ni Mohini aka. Night Side Of Bombay,Nanubhai Desai,"mohanlala,fatma,dorabji,begum,mevawala,elizer","crime,drama",,,
302,Sultaness Of Love,Unknown,unknown,costume,,,
303,Suvarna,Manilal Joshi,"putli,sandow,raja",unknown,,,
304,The Divine Punishment aka. Deshna Dushman aka. Rangilo Rajvi,Manilal Joshi,"n,charlie,noor,yakbal,athavale,raja,zubeida,miss,moti,k,mohammed,r,vaidya,bachu,sandow",costume,,,
305,The Exiled Prince aka. Ujaint Kumar,Bhagwati Mishra,jilloobai,unknown,,,
306,The Noble Scamp aka. Khandani Khavis,Manilal Joshi,"d,vyas,chowdhary,raja,zubeida,a,r,baba,sandow",costume,,,
307,Turki Hoor aka. Beauty Of A Turkey Girl,J. J. Madan,"mohan,surajram,master,patience,manilal,sarifa,cooper",social,,,
308,Two Untouchables aka. Dherni Chokri,N. D. Sarpotdar,"parshwanathy,joshi,jones,rajwade,yeshwant,miss,dattoba,altekar",social,,,
309,Veer Bala aka. Brave Girl,M. D. Bhavnani,"charlie,noor,sulochana,mohammed,khalil",costume,,,
310,Verni Vasulat aka. Sweet Revenge,Harshadrai Mehta,"haridas,damania,pranjivan,durga",social,,,
311,Vimla aka. Mother India,"Chandulal Shah, D. D. Dabke","putli,sandow,raja",social,,,
312,Yashodevi aka. Sacrifice,Nagendra Majumdar,"madanrai,zubeida,vakil",historical,,,
313,Abala Rani aka. The Queen Who Would Not Speak,S. N. Patankar,zubeida,abola,,,
314,A Crown For Two Days aka. Be Din Nu Badshah,Harshadrai Mehta,"himmatlal,ermeline,nandram,gulab,vishnu",social,,,
315,Ajab Kumari,Manilal Joshi,"miss,daji,mary,mohanlala",costume,,,
316,Amar Asha aka. Immortal Hope,Harshadrai Mehta,"nandram,ermeline,gulab",historical,,,
317,Asha aka. Hope aka. Andhli Phool Wali,Rama S. Chowdhury,"putli,b,vyas,nagendra,athavale,k,baba,majumdar,ghory",social,,,
318,Balaji Nimbalkar,Dadasaheb Phalke,"vasant,bhaurao,sakte,datar,shinde,chauhan,dattopant,krishna",historical,,,
319,Bhagwa Zenda aka. The Orange Flag,K. P. Bhave,"asooji,sansare,vakil,baburao,madanrai,elizer",historical,,,
320,Bhakta Prahlad aka. Devout Prahlad,Dadasaheb Phalke,"gole,bhaurao,datar,gangaram,yamuna,bachu",devotional,,,
321,Bhasmasur Vadh aka. Prithvi Putra,G. S. Devare,"gohar,sandow,raja",social,,,
322,Bolti Bulbul aka. The Talking Nightingale aka. Shahi Fakir,Dhirubhai Desai,"mumtaz,kumar,begum,zebunissa,anil",fantasy,,,
323,Briefless Barrister,Homi Master,"putli,gohar,siddimiya,moti",social,,,
324,Bulbule Paristan aka. The Nightingale From The Land Of Fairies,Fatma Begum,"putli,vakil,b,fatma,fiske,madame,athavale,tosca,begum,zubeida,miss,k,sultana,madanrai",fantasy,,,
325,Burkhawali aka. Veiled Enemy,Kanjibhai Rathod,"nandram,shah,ermeline,haider",unknown,,,
326,Chatra Bakavli,S. N. Patankar,unknown,fantasy,,,
327,Cinema Queen aka. Love's Sacrifice aka. Cinema Queen,M. D. Bhavnani,"khalil,putli,sulochana",social,,,
328,Delhi No Thug aka. Thief Of Delhi,Homi Master,"khalil,gohar",costume,,,
329,Dha Cha Maa aka. Murder Of Narayanrao Peshwa,N. D. Sarpotdar,"n,sundarrao,bandopant,bilimoria,koregaonkar,durgabai,datoba,dinshaw,kulkarni,p,jayarampant,varne,sohoni,rajwade,nadkarni,wamanrao",historical,,,
330,Dharma Patni aka. The Wife,Jyotish Bannerjee,"patience,durgads,bannerji,kartik,cooper,dey",social,,,
331,Dhanurbhanga aka. The Marriage of Janaki aka. Janaki Swayamwara,Dadasaheb Phalke,unknown,mythology,,,
332,Dil Aram,Nanubhai Desai,"kapoor,mary,a,janibabu,miss,p,prabhashankar,dwarkee",historical,,,
333,Dulari,Manilal Joshi,"putli,sansare,vakil,baburao,jilloobai,m,madanrai,udvadia,elizer,yusuf",historical,,,
334,Dagabaaz Duniya aka. Way Of The World,Harihar Diwana,"amirbanu,yakbal,jones",social,,,
335,Fearless Phantom aka. Andher Nagri aka. Delhi No Dodh Chhel,Unknown,"dwarki,gangaram,bapu",costume,,,
336,For Country's Sake,Harihar Diwana,"miss,tara,mary",costume,,,
337,Gaj Gouri,Unknown,"yadav,b",mythology,,,
338,Gentleman Loafer aka. Bhadraveshi Goonda,Unknown,"durmad,vakil,gulab,jilloobai,madanrai",social,,,
339,Golden Lotus aka. Suvarna Kamal,K. P. Bhave,"master,mary,heera,ali,hakim,shiraz,vithal,miss,janibabu,rosy",mythology,,,
340,Indrajal aka. Missing Bracelet,Bhagwati Mishra,"fatma,jilloobai,zubeida,begum,elizer",mythology,,,
341,Jaydev aka. Joydeb,Unknown,"cooper,patience",devotional,,,
342,Jungle Ni Jadibuti aka. Love Rewarded,Manilal Joshi,"tara,bachu,balabhai",social,,,
343,Kacha Devyani aka. Vidhyaharan,Shree Nath Patankar,"bhonsle,b,athavale,k,thatte",mythological,,,
344,Kalabaaz Ashaq aka. Wooing Tactics,V. K. Pattani,"dorothy,allarakha,muflis,batukbhai,monghibai,soni,shanta,mavji,nathalal,vaidya,gatubhai,mir",social,,,
345,Kashmeera aka. Enemy's Daughter,Manilal Joshi,"khan,vakil,zubeida,w,m,madanrai",costume,,,
346,Kataryu Gap,Dinshaw Zhaveri,"madanrai,vakil",social,,,
347,Keechak Vadh,G. V. Sane,"gole,bhaurao,datar,yamuna,bachu",mythology,,,
348,Lakho Vanjaro,Homi Master,"khalil,jamuna,gohar",legend,,,
349,Lion Of Mewar aka. Diwan Bhamansha,M. D. Bhavnani,"putli,vakil,jilloobai,madanrai,elizer",historical,,,
350,Love Is Blind aka. Raja Ne Gami Te Rani,Kanjibhai Rathod,"ermeline,gulab",social,,,
351,Madan Kala,Harihar Diwana,"jani,asha,master,mary,vithal,miss,tara,babu",fantasy,,,
352,Madhav Kam Kundala,Chandulal Shah,"putli,verni,fiske,raja,miss,blanche,sandow",legend,,,
353,Manovijaya,Shree Nath Patankar,"b,athavale,takle,k,nargis",unknown,,,
354,Marriage Market aka. Lagn Ke Lilam,Bachoo Babu,"siddimiya,usha,rani,moti",social,,,
355,Mena Kumari,M. D. Bhavnani,"gohar,raja,vaidya,sandow,ghanashyam",costume,,,
356,Midnight Rider aka. Pahadi Pindharo,Bhagwati Mishra,"putli,vakil,jean,rajhans,jilloobai,miss,madanrai",costume,,,
357,Moon Cursed By Ganpati aka. Chaturthicha Chandra,Dadasaheb Phalke,"bhaurao,datar",mythology,,,
358,Mohini Avatar aka. Mohini Incarnation Of God aka. Samudra Manthan,Raghupathy S. Prakasa,unknown,mythology,,,
359,Mumtaz Mahal,Homi Master,"siddimiya,gohar,sulochana,raja,sandow",historical,,,
360,Neera aka. Beautiful Snake Of Aravali,"Rama Chowdhury, R. G. Torney","putli,vakil,b,vyas,athavale,raja,zubeida,k,baba,dabir,madanrai,ghory,sandow",fantasy,,,
361,Pagal Premi aka. Girl Mad,M. D. Bhavnani,"vakil,d,bhavnani,sulochana,m,madanrai",social,,,
362,Panna Ratna aka. Jewel Of Mewar,Harshadrai Mehta,"fayma,master,kamlakar,fatma,nandram,gangaram,begum,miss",legend,,,
363,Prahlad aka. Worshipper Prahlad aka. Bhakta Prahlad,Baburao Painter,"kamladevi,yadav,kelkar,r,shantaram,bal,mane,v,gulabbai,balasaheb,g,padmabai",mythology,,,
364,Profulla aka. Prafulla,Jyotish Bannerji,"patience,satyen,dadibhai,cooper,dey,sarkari",social,,,
365,Punch Mahabhuta,"Homi Master, Dr. Alvaro",unknown,social,,,
366,Pyari Mamta,Bhagwati Mishra,"putli,madanrai,jilloobai,vakil",social,,,
367,Radha Madhav,K. P. Bhave,"asooji,sansare,vakil,baburao,dwarki,jilloobai,madanrai,elizer",religious,,,
368,Raja Bhoj aka. Man And His Destiny aka. Trial Of Destiny,Dinshaw J. Jhaveri,"saku,vakil,jilloobai,zubeida,madanrai","legend,historical",,,
369,Ra Kawat aka. Pranay Milan,M. D. Bhavnani,"gohar,sulochana,raja,myers,sandow,ruby,ghanashyam",historical,,,
370,Ram Bharose aka. Perchance,Harshadrai Mehta,"kumari,ermeline,nandram,gulab,prabhudas,kusum,durga",social,,,
371,Ram Rajya Vijay aka. The Triumph Of Lord Rama,Dadasaheb Phalke,unknown,religious,,,
372,Ramrajya Vijay,G. V. Sane,unknown,religious,,,
373,Ratan Manjari aka. Ratna Manjari,Manilal Joshi,"miss,master,mary,vithal",unknown,,,
374,Samrat Shiladitya aka. Greatest Sacrifice,M. D. Bhavnani,"gohar,sulochana,raja,moti,myers,sandow,ruby",historical,,,
375,Sant Eknath aka. Saint Of Paithan,Dadasaheb Phalke,"bhaurao,datar,gotiram",devotional,,,
376,Sarkari Praser,Baburao Painter,unknown,unknown,,,
377,Sati Jasma aka. Jasma Odan,Homi Master,"n,gohar,charlie,noor,mohammed,khalil,r,vaidya,jumuna,ghanshyam",devotional,,,
378,Sati Menadevi aka. Costly Couplet,P. J. Jhaveri,"vakil,jilloobai,zubeida,madanrai,udvadia",legend,,,
379,Sati Saroj aka. Shiyal Ni Kasoti,Unknown,"madanrai,jilloobai,elizer,vakil","devotional,legend",,,
380,Satyavijaya aka. The Triumph Of Youth,Shree Nath Patankar,"b,kale,athavale,narayan,k,thatte,keshav",social,,,
381,Saurashtra Veer,Nanubhai Desai,"banu,amir,yeshwant,parshwanath,altekar",costume,,,
382,Shah-E-Jungle aka. King Of Forest,K. P. Bhave,"vakil,udwadia,jilloobai,bhagwati,m,madanrai,mishra","costume,action",,,
383,Sheesh Mahal,Bhagwati Mishra,"vakil,jilloobai,bhagwati,madanrai,mishra,elizer",costume,,,
384,Shirin Farhad aka. At The Altar Of Love,Homi Master,"gohar,charlie,heera,daji,noor,mohammed,khalil,jumuna","legend,romance",,,
385,Slaves Of Custom,Bhagwati Mishra,"vakil,jilloobai,bhagwati,madanrai,mishra",social,,,
386,Society Butterfly aka. Khubsurat Bala,Kanjibhai Rathod,"haider,shah,ermeline,joshi,fatma,nandram,gulab,begum,vishnu",costume,,,
387,Sweet Adversity aka. Panima Aag,Nagendra Majumdar,"putli,vakil,jainu,jilloobai,miss,madanrai",fantasy,,,
388,Tai Teleen aka. Tayi Teleen,N. D. Sarpotdar,"bilimoria,d,gokhale,bapu,gangu,durga",historical,,,
389,Telephone Girl,M. D. Bhavnani,unknown,unknown,,,
390,The Pretender aka. Totayache Bund,N. D. Sarpotdar,"n,bandopant,koregaonkar,durgabai,d,potdar,kulkarni,p,varne,sohoni,dattoba,rajwade,wamanrao",historical,,,
391,The Telephone Girl aka. Telephone Ni Taruni,Homi Master,"gohar,sulochana,raja,khalil,myers,jumuna,sandow,ruby",social,,,
392,The Vamp aka. Yauvan Chakra,Naval Gandhi,"miss,yakbal",social,,,
393,The Victim aka. Bhool No Bhog,Harshadrai Mehta,"nandram,ermeline,prabhudas,gulab",social,,,
394,Typist Girl aka. Why I Became A Christian,Chandulal Shah,"gohar,sulochana,raja,myers,sandow,ruby",social,,,
395,Vanthel Veshya aka. Flirting Widow aka. Vanthel Vidhwa,K. P. Bhave,"madanrai,jilloobai,vakil","costume,action",,,
396,Vasant Bala,Nanubhai B. Desai,"miss,master,jones,vithal",costume,,,
397,Veer Kesari aka. Brave Kesari,Kanjibhai Rathod,"haider,shah,ermeline,joshi,nandram,gulab,vishnu",costume,,,
398,Wandering Phantom aka. Bhamto Bhoot,M. D. Bhavnani,"n,vasania,sulochana,khalil,r,myers,vaidya,ruby,behram",fantasy,,,
399,Way Of The World aka. Dagabaaz Duniya,Harihar Diwana,"jones,amir,yakbal,miss,banu",social,,,
400,Adbhoot Khoon aka. Horrible Murder,Unknown,unknown,unknown,,,
401,A Fair Warrior aka. Shoor Killedarin,Vishnupant Aundhkar,"gangubai,wamanrao,kulkarni",historical,,,
402,Alladin and His Wonderful Lamp aka. Alladdin Ane Jadui Fanas,Bhagwati Prasad Mishra,"zebunissa,elizer,yusuf",fantasy,,,
403,Allah Ka Pyara,K. P. Bhave,"khan,jamshedji,vakil,indira,zebunissa,devi,mehboob,madanrai,elizer",unknown,,,
404,Alibaba and the Forty Thieves aka. Alibaba Chalis Chor,Bhagwati Prasad Mishra,"jamshedji,vakil,sulochana,jilloobai,khansaheb,myers,ruby,madanrai,elizer",fantasy,,,
405,Asuri Lalsa,Nanubhai B. Desai,"master,janibabu,malka,vithal,kumudini",unknown,,,
406,At The Clang Of Fetters aka. Janjir Ne Jhankhare,Harshadrai Mehta,"joshi,haidershah,nandram,gulab,gangaram,alam,sultan,p,r",action,,,
407,Balidan aka. Sacrifice,Naval Gandhi,"jal,master,sulochana,zubeida,vithal,makhijani,myers,j,ruby,khambatta","costume,social",,,
408,Bansari Bala aka. Fairy Of The Flute,A. P. Kapoor,"jani,asha,master,madhuri,vithal,meherbanu,babu",fantasy,,,
409,Be Ghadi Mouj aka. Pleasure Mad,Narayan Deware,"n,rustomji,rajababu,jamuna,r,patel,vaidya,thomas",social,,,
410,Bhakta Sudama,Dadasaheb Phalke,"bhaurao,datar,kshirsagar",devotional,,,
411,Bhaneli Bhamini aka. Educated Wife,Homi Master,"n,gohar,master,kishore,raja,p,k,r,vaidya,sandow",social,,,
412,Bhedi Trishul aka. Hidden Treasure,Nanubhai B. Desai,"kapoor,lobo,master,a,vithal,miss,janibabu,p,prabhashankar,mani",action,,,
413,Bhim Sanjivan aka. How Bhim Was Brought Back To Life,G. V. Sane,"bhaurao,anasuya,datar",devotional,,,
414,Chandidas aka. Shree Krishna's Devotee,Jyotish Bannerjee,"purnima,nilima,manorama,patience,pullanalini,bannerjee,jyotsna,devi,cooper,tulsi",devotional,,,
415,Cultured Criminal aka. Sudheral Shaitan,Unknown,unknown,social,,,
416,Daksha Yagna,G. V. Sane,"anasuya,bhaurao,mohite,datar,pawar,gangubai,bachu",devotional,,,
417,Dasavatar,R. S. Prakash,unknown,mythology,,,
418,Daya Ni Devi aka. The Nurse,Mohan Dayaram Bhavnani,"jamshedji,d,sulochana,billimoria,myers,ruby",social,,,
419,Detective Kumar,K. B. Athavale,"b,rampyari,athavale,k,salvi,nalini",social,,,
420,Dilfarosh aka. Merchant Of Hearts,M. Udwadia,"b,udwadia,athavale,saiyed,k,umer,m,nargis","costume,drama",,,
421,Draupadi Vastraharan,Dadasaheb Phalke,"bachoba,mohite,baburao,datar,gangubai",mythology,,,
422,Durgesh Nandini,Priyanath Ganguly,"kanaknarayan,ahindra,chowdhury,durgadas,jainarayan,geeta,kanu,prabodh,patience,mitra,bannerjee,indira,mukherjee,bhup,devi,cooper,naresh,seeta,bose","legend,romance",,,
423,Eighth Incarnation aka. Krishna Sambhav,N. D. Sarpotdar,"gangubai,wamanrao,kulkarni",religious,,,
424,E Kon? aka. Who,J. Jhaveri,"blanche,verne",unknown,,,
425,Fairy Of Delhi aka. Rangmahal Ni Ramani,Homi Master,"khalil,shahzadi",costume,,,
426,Gandharva Kanya aka. The Reunion,Unknown,"leena,nizam,nandram,gangaram,chandra,durga",costume,,,
427,Glory Of Virtue aka. Sheel Prabhav,Vishnupant Aundhkar,unknown,social,,,
428,Goddess of Love,Fatma Begum,"fatma,begum",unknown,,,
429,Guarding Angel,K. P. Bhave,"jamshedji,zebunisa,khansaheb",social,,,
430,Gulzar aka. The Horrors Of Slavery,Nanubhai Desai,"jani,mallika,mani,babu,yakub",costume,,,
431,Gunsundari aka. Why Husbands Go Astray,Chandulal Shah,"n,jumna,gohar,rampyari,raja,r,vaidya,sandow",social,,,
432,Hanuman Janma aka. The Birth Of Hanuman,Dadasaheb Phalke,"laxman,gole,bhaurao,datar,malusare,yamuna",religious,,,
433,Jaane-E-Alam Anjumanara,Nanubhai B. Desai,"mallika,kumudini,janibabu",fantasy,,,
434,Jana,Priyanath Ganguly,"patience,indira,da,ranjan,mukherjee,bannerjee,devi,cooper,tulsi,dinesh,krishnadan",mythology,,,
435,Jewelled Arrow aka. Poonam No Chand aka. Ratna Baan,Bhagwati Mishra,"jamshedji,indira,zebunissa,devi,elizer",costume,,,
436,Kailash Kumari aka. Sansar Shatranj,Nanubhai Desai,"jani,mallika,miss,mani,babu",unknown,,,
437,Kala Pahad aka. Masked Teror,A. P. Kapoor,"kumari,master,shanta,vithal,kumudini",costume,,,
438,Keshavkant B.A. aka. Chastity Versus Unchastity,Harshadrai Mehta,"nandram,yakbal,nizam,keshavlal",social,,,
439,Krishnakanta's Will aka. Krishnakanter Will,Priyanath Ganguly,"ahindra,chowdhury,durgadas,jainarayan,geeta,kanu,prabodh,patience,mitra,bannerjee,indira,mukherjee,devi,cooper,naresh,kartik,dey,seeta,bose",social,,,
440,Krishna Sakha,Ahindra Choudhury,"firozbala,sushil,choudhury,sinha,ahindra,ghosh,brojendra,santosh,saraswati,devi,tarakbala,sirkar",religious,,,
441,Kalapani No Kaidi aka. Return Of Kala Naag,Homi Master,"master,shakuntla,homi,khalil,janki",costume,,,
442,Kicks Of Kismet aka. Naseeb Ni Lila,Mohan Dayaram Bhavnani,"ermeline,vakil,sulochana,jilloobai,myers,madanrai,ruby",social,,,
443,Kimti Aansu aka. Precious Tears,Harshadrai Mehta,"nizam,joshi,nandram,yakbal,p,r,vishnu",social,,,
444,Kul Deepak aka. Born Hero,Kanjibhai Rathod,"haider,shah,nizam,nandram,gulabbai,durga",social,,,
445,Laila Majnu aka. Laila And Majnu,Manilal Joshi,"shahzadi,madanrai,zubeida,vakil","legend,romance",,,
446,Lohika Lilam aka. Soul Of Slave,Manilal Joshi,"nargis,heera",costume,,,
447,Madalasa,G.V. Sane,"bhaurao,anasuya,datar",devotional,,,
448,Mahasati Ansuya,Kanjibhai Rathod,"sakina,master,vithal",devotional,,,
449,Master Stroke aka. Mardna Gha,Kanjibhai Rathod,"haider,shah,sakina,nandram,gulab,gangaram,chandra",social,,,
450,Mohabbat Ke Musibat aka. Love And Romance,M. M. Vaidya,unknown,unknown,,,
451,Mohana Rani aka. Rani Mohana aka. Chhelbatao,Dinshaw Jhaveri,"putli,madanrai,jilloobai,vakil",unknown,,,
452,Muraliwala,Baburao Painter,"gokhale,sushila,lalya,gangar,shantaram,devi,bal,v,madhusudan",religious,,,
453,Nala Damayanti,Dadasaheb Phalke,"bhaurao,mohite,khirsagar,datar,salanki,gangubai,bachchuram,gotiram",mythology,,,
454,Nanand Bhojai aka. The Victim Of Society,Manilal Joshi,"udwadia,gangaram,zubeida,miss,nazir,takle,thatte,mani,rani,s,nargis",social,,,
455,Naqli Rani aka. Sham Queen,Harshadrai Mehta,"mary,gangaram,janibabu,miss,prabhashankar,zebunisa,diwana,harihar",costume,,,
456,Nari Ki Nagan aka. Soul Of A Snake,K. P. Bhave,"dinkar,sansare,vakil,baburao,jilloobai,tara,dhanji,madanrai",fantasy,,,
457,Netaji Palkar aka. Beloved Leader Palkar,"Keshavrao Dhaiber, V. Shantaram","anasuya,deshpande,vasantrao,yadav,ganpat,sushila,pawar,mane,devi,bakre,gulabbai,balasaheb,zunzharrao",historical,,,
